name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
"Göschenen (Unterdorf)",,,,Göschenen,CH,1.62,Hydro,Run-of-river,,1969,,46.6678191535,8.58467035968,,"Renewable energy",Hydro,,,,BFE
Wassen,,,,Pfaffensprung,CH,58,Hydro,Run-of-river,,1992,,46.7156913962,8.61014697239,,"Renewable energy",Hydro,,,,BFE
Amsteg,,,,"Wassen, Pfaffensprung",CH,0.72,Hydro,Run-of-river,,1998,,46.7667596543,8.67292336359,,"Renewable energy",Hydro,,,,BFE
Stäubenwald,,,,Gurtnellen,CH,0.31,Hydro,Run-of-river,,2007,,46.7281811232,8.62036146626,,"Renewable energy",Hydro,,,,BFE
"Kraftwerk Bristen",,,,Bristen,CH,4.3,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,BFE
Amsteg,,,,Amsteg,CH,120,Hydro,Run-of-river,,1998,,46.7667596543,8.67292336359,,"Renewable energy",Hydro,,,"- Ersatz alte Zentrale Amsteg im Jahr 1998                                        ; ",BFE
Amsteg,,,,Amsteg,CH,1.73,Hydro,Run-of-river,,1998,,46.7667596543,8.67292336359,,"Renewable energy",Hydro,,,,BFE
Arniberg,,,,Amsteg,CH,13,Hydro,Run-of-river,,1969,,46.7689944794,8.66590412922,,"Renewable energy",Hydro,,,,BFE
"Bocki 2",,,,"Erstfeld, Ripshusen",CH,7,Hydro,Run-of-river,,1997,,46.8409637891,8.63214556041,,"Renewable energy",Hydro,,,"- Zentralen Bocki 1 und Bocki 2 in einem Gebäude              ; ",BFE
"Bocki 1",,,,"Erstfeld, Ripshusen",CH,1.7,Hydro,Run-of-river,,1997,,46.8409637891,8.63214556041,,"Renewable energy",Hydro,,,"- Zentralen Bocki 1 und Bocki 2 in einem Gebäude              ; ",BFE
Äsch,,,,Unterschächen,CH,0.52,Hydro,Run-of-river,,1996,,46.8652358009,8.81028683203,,"Renewable energy",Hydro,,,,BFE
Schächental,,,,Unterschächen,CH,2.2,Hydro,Run-of-river,,2005,,46.8632677495,8.76354152909,,"Renewable energy",Hydro,,,,BFE
"Bürglen (Unterschächen)",,,,Bürglen,CH,20.8,Hydro,Run-of-river,,1967,,46.8765292426,8.6633716678,,"Renewable energy",Hydro,,,"- Zentralen Bürglen (Unterschächen) und Bürglen (Loreto) in  einem Gebäude    ;                                                  ; ",BFE
"Bürglen (Loreto)",,,,Bürglen,CH,1.5,Hydro,Run-of-river,,1967,,46.8765292426,8.6633716678,,"Renewable energy",Hydro,,,"- Zentralen Bürglen (Unterschächen) und Bürglen(Loreto) in einem Gebäude    ;                                                   ; ",BFE
Bannwald,,,,Altdorf,CH,0.3,Hydro,Run-of-river,,2002,,46.8868282361,8.64234852845,,"Renewable energy",Hydro,,,"- Trinkwasserkraftwerk; ",BFE
"Kleintal (Isenthal)",,,,Isenthal,CH,1.18,Hydro,Run-of-river,,2009,,46.9100429809,8.56226516908,,"Renewable energy",Hydro,,,,BFE
"Seedorf (Trinkw. Chuchibachq.)",,,,Seedorf,CH,0.38,Hydro,Run-of-river,,2012,,46.8992075573,8.59340713177,,"Renewable energy",Hydro,,,"- Zentralen Seedorf (Bolzbach) und Isenthal (Bolzbach) in einem Gebäude; ",BFE
"Isenthal (Bolzbach)",,,,Seedorf,CH,12,Hydro,Run-of-river,,2009,,46.8992075573,8.59340713177,,"Renewable energy",Hydro,,,"- Zentralen  Isenthal (Bolzbach) und Seedorf (Bolzbach)) in einem Gebäude; ",BFE
Ruosalp,,,,"Bisisthal, Sahli",CH,4.7,Hydro,Run-of-river,,1962,,46.9176188126,8.84549886362,,"Renewable energy",Hydro,,,"- Zentralen Sahli (Ruosalp) und Sahli (Glattalp) in einem Gebäude; ",BFE
Glattalp,,,,"Bisisthal, Sahli",CH,9.3,Hydro,Run-of-river,,1970,,46.9176188126,8.84549886362,,"Renewable energy",Hydro,,,"- Zentralen Sahli (Ruosalp) und Sahli (Glattalp) in einem Gebäude; ",BFE
Bisisthal,,,,Bisisthal,CH,15.8,Hydro,Run-of-river,,1962,,46.9466216843,8.82799774611,,"Renewable energy",Hydro,,,,BFE
Muota,,,,Muotathal,CH,8.8,Hydro,Run-of-river,,1960,,46.9710051496,8.78249669152,,"Renewable energy",Hydro,,,"- Zentralen Hinterthal (Muota) und Hinterthal (Hüribach) in einem Gebäude   ; ",BFE
Hüribach,,,,Muotathal,CH,4.7,Hydro,Run-of-river,,1960,,46.9710051496,8.78249669152,,"Renewable energy",Hydro,,,"- Zentralen Hinterthal (Muota) und Hinterthal (Hüribach) in einem Gebäude   ; ",BFE
Wernisberg,,,,Ibach,CH,20.4,Hydro,Run-of-river,,1966,,46.9962188228,8.65124425665,,"Renewable energy",Hydro,,,,BFE
Ibach,,,,Ibach,CH,0.32,Hydro,Run-of-river,,2004,,47.0071473786,8.64715120305,,"Renewable energy",Hydro,,,,BFE
Ingenbohl,,,,Brunnen,CH,0.6,Hydro,Run-of-river,,1989,,47.0046337809,8.6119820992,,"Renewable energy",Hydro,,,,BFE
"Kleinwasserkraftwerk Steineraa",,,,"Steinen, Müliacher",CH,2.2,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,BFE
Sustli,,,,Beckenried,CH,1.63,Hydro,Run-of-river,,1998,,46.963776447,8.48336356408,,"Renewable energy",Hydro,,,,BFE
Tagenstal,,,,"Engelberg, Stalden",CH,1.27,Hydro,Run-of-river,,1941,,46.8056049248,8.44557705375,,"Renewable energy",Hydro,,,,BFE
Trüebsee,,,,Engelberg,CH,8.5,Hydro,Reservoir,,1967,,,,,"Renewable energy",Hydro,,,,BFE
"Arni, Engelberg",,,,Engelberg,CH,3.07,Hydro,Run-of-river,,1966,,,,,"Renewable energy",Hydro,,,,BFE
Obermatt,,,,Grafenort,CH,31.95,Hydro,Run-of-river,,1963,,46.8421091009,8.3737585174,,"Renewable energy",Hydro,,,,BFE
"Obermatt (Nebenkraftwerk)",,,,Grafenort,CH,1.97,Hydro,Run-of-river,,1963,,46.8429378906,8.37141299362,,"Renewable energy",Hydro,,,,BFE
Dallenwil,,,,Wolfenschiessen,CH,17.75,Hydro,Run-of-river,,1987,,46.9116636808,8.39360887478,,"Renewable energy",Hydro,,,,BFE
"Buoholzbach Wolfenschiessen",,,,"Wolfenschiessen, Flüglisloo",CH,2,Hydro,Run-of-river,,2013,,46.9270904029,8.3991353836,,"Renewable energy",Hydro,,,,BFE
Bannalp,,,,Oberrickenbach,CH,8.7,Hydro,Reservoir,,1991,,46.8803037351,8.42125996207,,"Renewable energy",Hydro,,,"- Rechtsgrundlage: Eigenversorgungsgesetz vom 29.4.1934         ; ",BFE
Wolfenschiessen,,,,Wolfenschiessen,CH,6.6,Hydro,Run-of-river,,1983,,46.9012025691,8.39670437623,,"Renewable energy",Hydro,,,"- Rechtsgrundlage: Eigenversorgungsgesetz vom 29.4.1934         ; ",BFE
Schild,,,,Lungern,CH,1.2,Hydro,Run-of-river,,2003,,46.7798141191,8.15569252116,,"Renewable energy",Hydro,,,,BFE
"Unteraa - Melchaa",,,,Giswil,CH,12,Hydro,Reservoir,,2013,,46.8214351941,8.1744623486,,"Renewable energy",Hydro,,,"- Zentralen Unteraa (Lungerersee) und Unteraa (Melchaa) in einer Kaverne;  ; ",BFE
"Unteraa - Lungerersee",,,,Giswil,CH,54,Hydro,Reservoir,,1994,,46.8214351941,8.1744623486,,"Renewable energy",Hydro,,,"- Ersatz alte Zentrale Unteraa im Jahr 1994; - Zentralen Unteraa (Lungerersee) und Unteraa (Melchaa) in einer Kaverne; - Maschinengruppe 4 mit 6MW Leistung erzeugt Bahnstrom (SBB)                                       ; ",BFE
"Obflue, Sachseln",,,,"Sachseln, Obflue",CH,0.3,Hydro,Run-of-river,,2005,,46.857050951,8.22950231798,,"Renewable energy",Hydro,,,,BFE
Melchsee-Frutt,,,,"Kerns, Stöckalp",CH,14,Hydro,Reservoir,,1960,,46.799646307,8.28145261421,,"Renewable energy",Hydro,,,"- Genutzte Gewässer:  Henglibach wird nur vom 16.Mai bis 31.Juli genutzt;                                                          ; ",BFE
Wisserlen,,,,"Kerns, Wisserlen",CH,1.15,Hydro,Run-of-river,,1997,,46.9102736664,8.29644423422,,"Renewable energy",Hydro,,,,BFE
Eichi,,,,"Alpnach, Eichibrücke",CH,2.4,Hydro,Run-of-river,,1957,,46.9407431769,8.28786773153,,"Renewable energy",Hydro,,,,BFE
Rotzloch,,,,"Stansstad, Rotzloch",CH,0.3,Hydro,Run-of-river,,1935,,46.9648831886,8.33108666537,,"Renewable energy",Hydro,,,,BFE
Mühlenplatz,,,,Luzern,CH,0.93,Hydro,Run-of-river,,1998,,47.0517337725,8.30199665485,,"Renewable energy",Hydro,,,,BFE
"Wolhusen (Geistlich)",,,,Wolhusen,CH,0.33,Hydro,Run-of-river,,2003,,47.0550001861,8.07763365713,,"Renewable energy",Hydro,,,,BFE
Malters-Ettisbühl,,,,Malters,CH,0.87,Hydro,Run-of-river,,2011,,47.0382855313,8.16559322075,,"Renewable energy",Hydro,,,,BFE
Stollen,,,,Kriens/Obernau,CH,0.71,Hydro,Run-of-river,,1999,,47.0337616233,8.23723761716,,"Renewable energy",Hydro,,,"- Trinkwasserkraftwerk; ",BFE
Thorenberg,,,,Littau,CH,0.79,Hydro,Run-of-river,,2000,,47.0525764602,8.24804704827,,"Renewable energy",Hydro,,,,BFE
Emmenweid,,,,Emmenbrücke,CH,1.08,Hydro,Run-of-river,,2003,,47.0670379793,8.26366866258,,"Renewable energy",Hydro,,,,BFE
Rathausen,,,,Emmen,CH,2.1,Hydro,Run-of-river,,1980,,47.0817753951,8.3143325152,,"Renewable energy",Hydro,,,,BFE
"Perlen 1 (WTA HF)",,,,"Perlen, Buchrain",CH,1,Hydro,Run-of-river,,1981,,47.1071639177,8.35769882857,,"Renewable energy",Hydro,,,,BFE
"Perlen 2 (WTA PF)",,,,"Perlen, Root",CH,1.15,Hydro,Run-of-river,,2000,,47.111127653,8.36817610462,,"Renewable energy",Hydro,,,,BFE
"Innere Spinnerei",,,,Unterägeri,CH,0.45,Hydro,Run-of-river,,1981,,47.1403291209,8.57250348397,,"Renewable energy",Hydro,,,,BFE
"WKW Neuägeri, Gmde Menzingen",,,,"Neuägeri, Gmde Menzingen",CH,0.34,Hydro,Run-of-river,,2015,,47.1528364463,8.56301002572,,"Renewable energy",Hydro,,,,BFE
"Lorzentobel 2",,,,"Lorzentobel, Nidfuren",CH,1.9,Hydro,Run-of-river,,1943,,47.1720203925,8.56064287994,,"Renewable energy",Hydro,,,,BFE
"Lorzentobel 1",,,,Lorzentobel,CH,1.67,Hydro,Run-of-river,,2005,,47.1803537205,8.55474850407,,"Renewable energy",Hydro,,,,BFE
"Lorzentobel 3",,,,Baar,CH,2.17,Hydro,Run-of-river,,2005,,47.1957044664,8.53936374921,,"Renewable energy",Hydro,,,,BFE
Untermühle,,,,"Friesencham, Cham",CH,0.6,Hydro,Run-of-river,,2010,,47.1964928952,8.44330123323,,"Renewable energy",Hydro,,,,BFE
Hagendorn,,,,Hagendorn,CH,0.58,Hydro,Run-of-river,,2010,,47.2016699737,8.43759101386,,"Renewable energy",Hydro,,,,BFE
Bremgarten-Zufikon,,,,Bremgarten,CH,20,Hydro,Run-of-river,,1975,,47.3436544275,8.34562802508,,"Renewable energy",Hydro,,,,BFE
Bruggmühle,,,,Bremgarten,CH,0.54,Hydro,Run-of-river,,1998,,47.3497309812,8.33924607379,,"Renewable energy",Hydro,,,,BFE
Windisch,,,,Windisch,CH,2.09,Hydro,Run-of-river,,1976,,47.4813098091,8.23042079077,,"Renewable energy",Hydro,,,,BFE
Limmern,,,,"Linthal, Ochsenstafel",CH,500,Hydro,"Pumped storage",,2016,,,,,"Renewable energy",Hydro,,,"- Zentrale Limmern praktiziert Uwälzbetrieb; - Status der Zentrale: Die Aufnahme des Normalbetriebes mit zwei Maschinen mit je 250 MW erfolgte im 2016; - Die weiteren zwei Maschinen mit total 500 MW gehen voraussichtlich im Jahre 2018 in Betrieb; ",BFE
Muttsee,,,,"Linthal, Ochsenstafel",CH,4.4,Hydro,Reservoir,,1965,,46.8464330851,9.01279515584,,"Renewable energy",Hydro,,,,BFE
"Tierfehd (Limmern)",,,,"Linthal, Tierfehd",CH,261,Hydro,Reservoir,,1964,,46.8761153436,8.98702934899,12W-0000000018-B,"Renewable energy",Hydro,,,"- Zentralen Tierfehd (Limmern) und Tierfehd (Hintersand) in einer Kaverne ; - Bei Pumpbetrieb wird Wasser der Zentrale Tierfehd (Hintersand) in den Limmernsee gefördert                                                         ;  ;                                     ; ",BFE
"Tierfehd (Umwälzwerk)",,,,"Linthal, Tierfehd",CH,140,Hydro,"Pumped storage with natural inflow",,2010,,46.8787500802,8.98513704227,12W-0000000018-B,"Renewable energy",Hydro,,,"- Zentrale Tierfehd (Umwälzwerk) praktiziert Umwälzbetrieb;  ; ",BFE
"Tierfehd (Hintersand)",,,,"Linthal, Tierfehd",CH,42,Hydro,Run-of-river,,1968,,46.8761153436,8.98702934899,12W-0000000018-B,"Renewable energy",Hydro,,,"- Zentralen Tierfehd (Limmern) und Tierfehd (Hintersand) in einer Kaverne ; - Bei Pumpbetrieb der Zentrale Tierfehd (Limmern) wird Wasser der Zentrale Tierfehd (Hintersand) in den Limmernsee gefördert                                                        ;     ;   ; ",BFE
Linthal,,,,Linthal,CH,34.4,Hydro,Reservoir,,1964,,46.915510447,8.98790156154,12W-0000000018-B,"Renewable energy",Hydro,,,"- Zentralen Linthal (Limmern) und Fätschbach in einem Gebäude; ",BFE
Fätschbach,,,,Linthal,CH,15,Hydro,Run-of-river,,1950,,46.915510447,8.98790156154,12W-0000000018-B,"Renewable energy",Hydro,,,"- Zentralen Linthal (Limmern) und Fätschbach in einem Gebäude; ",BFE
"Linthkraft (Stiftung)",,,,Linthal,CH,0.5,Hydro,Run-of-river,,2004,,46.9200748442,8.99630573219,,"Renewable energy",Hydro,,,,BFE
Linthwerk,,,,Linthal,CH,1.6,Hydro,Run-of-river,,2012,,46.9260539645,8.99989350898,,"Renewable energy",Hydro,,,,BFE
"Brummbach, Linthal",,,,"Linthal, Stachelberg",CH,3.9,Hydro,Run-of-river,,2010,,46.9276405378,9.00230354147,,"Renewable energy",Hydro,,,,BFE
"Brummbach, Braunwald",,,,Braunwald,CH,0.93,Hydro,Run-of-river,,2014,,46.9386081948,8.98305061474,,"Renewable energy",Hydro,,,,BFE
"Diesbach (Linth)",,,,Diesbach,CH,0.93,Hydro,Run-of-river,,1997,,46.9511277567,9.02808233474,,"Renewable energy",Hydro,,,,BFE
Hefti,,,,Hätzingen,CH,1.05,Hydro,Run-of-river,,2007,,46.9646347789,9.04017863032,,"Renewable energy",Hydro,,,,BFE
Luchsingen,,,,Luchsingen,CH,3.5,Hydro,Run-of-river,,1976,,46.9660497748,9.0354895251,,"Renewable energy",Hydro,,,,BFE
Leuggelbach,,,,Leuggelbach,CH,1,Hydro,Run-of-river,,1993,,46.9774012894,9.04726356888,,"Renewable energy",Hydro,,,,BFE
Haslen,,,,Haslen,CH,0.92,Hydro,Run-of-river,,2012,,46.9838748007,9.06034155135,,"Renewable energy",Hydro,,,"- Ehehaftes Wassernutzungsrecht. Die energierechtliche Bewilligung wurde vom Kanton für 80 Jahre erteilt.; ",BFE
"Schwanden (F.Blumer)",,,,Schwanden,CH,0.9,Hydro,Run-of-river,,1999,,46.9937940839,9.07773551203,,"Renewable energy",Hydro,,,,BFE
Empächli,,,,Elm,CH,0.33,Hydro,Run-of-river,,1995,,46.9223429911,9.15841990058,,"Renewable energy",Hydro,,,,BFE
Krauchbachwerk,,,,Matt,CH,0.64,Hydro,Run-of-river,,1999,,46.9561528371,9.15976534811,,"Renewable energy",Hydro,,,,BFE
"Engi, Hinterdorf (Sernf)",,,,"Engi (Glarus Süd)",CH,0.53,Hydro,Run-of-river,,2012,,46.9744263563,9.159168101,,"Renewable energy",Hydro,,,,BFE
Engi,,,,"Engi, Vorderdorf (Glarus Süd)",CH,3.75,Hydro,Run-of-river,,2009,,46.9850426515,9.15319754055,,"Renewable energy",Hydro,,,"- Zentrale Bergen mit 150 KW befindet sich auch in der Zentrale Engi, Vorderdorf (Mühlebach); ",BFE
Sernf,,,,Schwanden,CH,15.7,Hydro,Run-of-river,,2003,,46.9957286985,9.08713105463,,"Renewable energy",Hydro,,,"- Zentralen Schwanden (Sernf), Schwanden (Niederenbach) und Schwanden (Gemeinde) in einem Gebäude      ;                           ;  ; ",BFE
Niederenbach,,,,Schwanden,CH,28.2,Hydro,Reservoir,,2004,,46.9957286985,9.08713105463,,"Renewable energy",Hydro,,,"- Zentralen Schwanden (Sernf), Schwanden (Niederenbach) und Schwanden (Gemeinde) in einem Gebäude; ",BFE
"Schwanden (Gemeinde)",,,,Schwanden,CH,1.8,Hydro,Run-of-river,,2005,,46.9956406573,9.08699685101,,"Renewable energy",Hydro,,,"- Zentralen Schwanden (Sernf), Schwanden (Niederenbach) und Schwanden (Gemeinde) in einem Gebäude       ;                           ; ",BFE
"Schwanden (SNE)",,,,Schwanden,CH,0.5,Hydro,Run-of-river,,2000,,46.994725001,9.08184034492,,"Renewable energy",Hydro,,,,BFE
"Mitlödi (Seidendruckerei)",,,,"Mitlödi (Glarus Süd)",CH,0.85,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,BFE
Mühlefuhr,,,,Ennenda,CH,0.82,Hydro,Run-of-river,,2010,,47.0265624558,9.08268411153,,"Renewable energy",Hydro,,,,BFE
"Holenstein Wehrkraftw. Glarus",,,,"Mitlödi, Gmde. Glarus Süd",CH,0.55,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,BFE
"Walzmühle 2",,,,"Ennenda, Alpenbrüggli",CH,0.32,Hydro,Run-of-river,,2011,,47.0493657979,9.067192771,,"Renewable energy",Hydro,,,,BFE
"Elggiskraft, Netstal",,,,Netstal,CH,0.8,Hydro,Run-of-river,,1983,,47.063765377,9.0605203259,,"Renewable energy",Hydro,,,,BFE
"Am Löntsch",,,,Netstal,CH,89.1,Hydro,Reservoir,,1975,,47.0566384819,9.04911463355,,"Renewable energy",Hydro,,,,BFE
"Linthkraft, Netstal",,,,Netstal,CH,1.42,Hydro,Run-of-river,,1960,,47.0737495147,9.06069079857,,"Renewable energy",Hydro,,,,BFE
"Mels (Tobel)",,,,Mels,CH,0.99,Hydro,Run-of-river,,1995,,47.0382556599,9.3927198108,,"Renewable energy",Hydro,,,,BFE
"Mels (KW Stoffel)",,,,"Mels, Steigs",CH,3.3,Hydro,Run-of-river,,1989,,47.0432633834,9.41554241732,,"Renewable energy",Hydro,,,"- Kote Maschinensaalboden bezieht sich auf die Höhe der Turbinenachse       ; - Ersatzenergie: Bezug wird in Franken abgegolten infolge Wasserableitung der Seez durch KSL   ;  ;                               ; ",BFE
"Mels (Halde)",,,,Mels,CH,0.55,Hydro,Run-of-river,,2003,,47.0445449435,9.4142733533,,"Renewable energy",Hydro,,,"- Ersatzenergie:	Bezug wird in Franken abgegolten infolge  Wasserableitung der Seez durch KSL       ;                              ; ",BFE
Plons,,,,"Plons, Gmde. Mels",CH,4.5,Hydro,Run-of-river,,2002,,47.0540573941,9.40001024029,,"Renewable energy",Hydro,,,,BFE
"Flums (Pravizin 1 (Bruggwiti))",,,,Flums,CH,5.07,Hydro,Run-of-river,,1988,,47.0865591822,9.33454317319,,"Renewable energy",Hydro,,,"- Kote Maschinensaalboden bezieht sich auf die Höhe der Turbinenachse;                                              ;     ;                                                         ; ",BFE
"Flums (Pravizin 2 (Äuli))",,,,Flums,CH,0.7,Hydro,Run-of-river,,1943,,47.0862894131,9.33453362605,,"Renewable energy",Hydro,,,"- Kote Maschinensaalboden bezieht sich auf die Höhe der Turbinenachse;                                               ;       ;                                                      ; ",BFE
"Röllbach, Flums",,,,"Flums, Rüfi",CH,0.34,Hydro,Run-of-river,,1963,,47.0823099655,9.3520435321,,"Renewable energy",Hydro,,,,BFE
"Flums (Felsen)",,,,Flums,CH,1.48,Hydro,Run-of-river,,1993,,47.0880841876,9.34026178488,,"Renewable energy",Hydro,,,"- Kote Maschinensaalboden bezieht sich auf die Höhe der Turbinenachse;                                              ; ",BFE
"Flums (Neues Sägengüetli)",,,,Flums,CH,1.19,Hydro,Run-of-river,,1974,,47.0886280848,9.34001761784,,"Renewable energy",Hydro,,,"- Kote Maschinensaalboden bezieht sich auf die Höhe der Turbinenachse; ",BFE
Töbeli,,,,Töbeli,CH,0.6,Hydro,Run-of-river,,1992,,47.1248957041,9.32865044802,,"Renewable energy",Hydro,,,"- Trinkwasserkraftwerk; ",BFE
Talbach,,,,"Mols, Tal",CH,0.75,Hydro,Run-of-river,,1954,,47.1105410978,9.27055175592,,"Renewable energy",Hydro,,,,BFE
Oberterzen,,,,Oberterzen,CH,1.16,Hydro,Run-of-river,,1927,,47.1005471458,9.25966883654,,"Renewable energy",Hydro,,,,BFE
"Murg (Merlen)",,,,"Murgtal, Merlen",CH,0.41,Hydro,Reservoir,,1950,,47.0729029373,9.19762330651,,"Renewable energy",Hydro,,,"- Rechtsgrundlage: Konzessionsverhandlungen im Gange            ; ",BFE
"Murg (Plätz)",,,,"Murgtal, Unter Plätz",CH,6.5,Hydro,Run-of-river,,2003,,47.0924492274,9.20788224569,,"Renewable energy",Hydro,,,"- Ersatz Zentralen Plätz 1 (403100) und Plätz 2 (403200) im Jahr 1994       ; ",BFE
"Murg (Gödis)",,,,"Murg, unterhalb Gödis",CH,2.8,Hydro,Run-of-river,,1990,,47.1084484412,9.21473631193,,"Renewable energy",Hydro,,,,BFE
"Murg (Säge)",,,,Murg,CH,2.32,Hydro,Run-of-river,,1990,,47.113504883,9.21938501334,,"Renewable energy",Hydro,,,,BFE
Muslen,,,,"Amden, Muslen",CH,1.63,Hydro,Run-of-river,,1982,,47.1380756597,9.13555309657,,"Renewable energy",Hydro,,,,BFE
"Rütiberg (Obersee)",,,,"Rütiberg / Näfels",CH,0.89,Hydro,Run-of-river,,2007,,47.0936004244,9.0373154401,,"Renewable energy",Hydro,,,"- Zentralen Rütiberg (Obersee) und Rütiberg (Brändbach) in  einem Gebäude     ;                                                  ; ",BFE
"Rütiberg (Brändbach)",,,,"Rütiberg / Näfels",CH,0.85,Hydro,Run-of-river,,1977,,47.0936004244,9.0373154401,,"Renewable energy",Hydro,,,"- Zentralen Rütiberg (Obersee) und Rütiberg (Brändbach) in einem Gebäude     ;                                                   ; ",BFE
Risi,,,,Näfels,CH,4.5,Hydro,Run-of-river,,2011,,47.0946783225,9.05671355608,,"Renewable energy",Hydro,,,,BFE
Niederurnen,,,,Niederurnen,CH,2.22,Hydro,Run-of-river,,1980,,47.1235820231,9.04216502354,,"Renewable energy",Hydro,,,"- Angaben beziehen sich auf Quell- und Bachwassersystem         ; ",BFE
Ziegelbrücke,,,,Ziegelbrücke,CH,0.58,Hydro,Run-of-river,,2011,,47.1331874754,9.06288735926,,"Renewable energy",Hydro,,,"- Ersatz der Zentrale Ziegelbrücke 2 im Jahre 2011; ",BFE
"Uznaberg, Uznach",,,,Uznach,CH,0.51,Hydro,Run-of-river,,2015,,47.2311598929,8.96429863072,,"Renewable energy",Hydro,,,,BFE
"Wägital (Rempen)",,,,"Vorderthal, Rempen",CH,66.24,Hydro,"Pumped storage",,2012,,47.1383731791,8.89757736059,12W-0000000013-Q,"Renewable energy",Hydro,,,"- Zentrale Rempen praktiziert Umwälzbetrieb                    ; ",BFE
"Wägital (Siebnen)",,,,Siebnen,CH,51.52,Hydro,Reservoir,,1984,,47.1716280522,8.90006739911,12W-0000000013-Q,"Renewable energy",Hydro,,,,BFE
"Spreitenbach, Galgenen Kistler",,,,"Galgenen, Vorauen",CH,0.3,Hydro,Run-of-river,,1985,,47.1809763388,8.85757157445,,"Renewable energy",Hydro,,,,BFE
Pilgersteg,,,,Rüti,CH,0.56,Hydro,Run-of-river,,2013,,47.2688671863,8.87219842017,,"Renewable energy",Hydro,,,,BFE
Etzelwerk,,,,Altendorf,CH,135,Hydro,"Pumped storage",,1992,,47.1941128968,8.81291517067,,"Renewable energy",Hydro,,,"- Zentrale Etzelwerk Altendorf praktiziert Umwälzbetrieb          ; - Wasserkraftanteile: Hoheitsanteile nicht festgelegt;;   Annahme: Verteilung wie für Wasserzins ; - Übergangskonzession bis 2022         ;       ; ",BFE
Bäch,,,,Bäch,CH,0.3,Hydro,Run-of-river,,1957,,47.2003433021,8.72530004013,,"Renewable energy",Hydro,,,,BFE
Feusisberg,,,,Schindellegi,CH,0.87,Hydro,Run-of-river,,1989,,47.173583302,8.71291509258,,"Renewable energy",Hydro,,,,BFE
Sihl-Höfe,,,,Wollerau,CH,1.45,Hydro,Run-of-river,,1961,,47.1773356908,8.68239576491,,"Renewable energy",Hydro,,,,BFE
Waldhalde,,,,Schönenberg,CH,2.8,Hydro,Run-of-river,,1967,,47.1791652701,8.62847586729,,"Renewable energy",Hydro,,,,BFE
Manegg,,,,Zürich,CH,0.64,Hydro,Run-of-river,,1981,,47.3387264858,8.52087782283,,"Renewable energy",Hydro,,,,BFE
Letten,,,,Zürich,CH,5,Hydro,Run-of-river,,2004,,47.3870125904,8.53232193345,,"Renewable energy",Hydro,,,,BFE
Höngg,,,,Zürich,CH,1.4,Hydro,Run-of-river,,1988,,47.4014693207,8.48651399019,,"Renewable energy",Hydro,,,,BFE
Dietikon,,,,Dietikon,CH,2.94,Hydro,Run-of-river,,1933,,47.4103399639,8.40798019435,,"Renewable energy",Hydro,,,,BFE
Wettingen-Dotieranlage,,,,Wettingen,CH,2.1,Hydro,Run-of-river,,2007,,47.4563663935,8.32142281949,,"Renewable energy",Hydro,,,,BFE
Wettingen,,,,Wettingen,CH,25.35,Hydro,Run-of-river,,1964,,47.457089915,8.3209043409,,"Renewable energy",Hydro,,,,BFE
Aue-Dotierzentrale,,,,Baden,CH,0.5,Hydro,Run-of-river,,2013,,47.4685180209,8.30835960616,,"Renewable energy",Hydro,,,,BFE
Aue,,,,Baden,CH,5.2,Hydro,Run-of-river,,2014,,47.4703876782,8.31091055866,,"Renewable energy",Hydro,,,,BFE
Kappelerhof,,,,"Baden, Chappelerhof",CH,7,Hydro,Run-of-river,,2006,,47.4845539139,8.29283192528,,"Renewable energy",Hydro,,,,BFE
"Schiffmühle - Dotierzentrale",,,,"Untersiggenthal, Schiffmüli",CH,0.38,Hydro,Run-of-river,,2013,,47.4874209022,8.2696564317,,"Renewable energy",Hydro,,,,BFE
Schiffmühle,,,,"Untersiggenthal, Schiffmüli",CH,3.3,Hydro,Run-of-river,,2013,,47.4887141635,8.26489952614,,"Renewable energy",Hydro,,,,BFE
Turgi,,,,Turgi,CH,1,Hydro,Run-of-river,,1986,,47.4960768989,8.25399849275,,"Renewable energy",Hydro,,,,BFE
"BAG Turgi",,,,Turgi,CH,0.9,Hydro,Run-of-river,,2000,,47.4981499556,8.24049276547,,"Renewable energy",Hydro,,,,BFE
"Stroppel, Untersiggenthal",,,,Untersiggenthal,CH,0.8,Hydro,Run-of-river,,2010,,47.5027384384,8.24029647654,,"Renewable energy",Hydro,,,,BFE
"Rufi, Hätzingen",,,,Hätzingen,CH,1.06,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,BFE
Aegina,,,,"Ulrichen, Altstafel",CH,9.67,Hydro,Reservoir,,1967,,46.4681741373,8.36952330442,,"Renewable energy",Hydro,,,,BFE
"KW Ulrichen",,,,"Ulrichen, zum Loch",CH,2.35,Hydro,Run-of-river,,2014,,46.5031259385,8.31853164755,,"Renewable energy",Hydro,,,,BFE
